step,envId,formationType,timeStep,receiverId,old_threshold,delta_T,new_threshold,benign_exceedance_rate,reward
274,0,0,14,16,1.0,-0.1713804006576538,1.0,0.0,-0.0037937124725431204
275,0,0,14,17,1.0,-0.12639081478118896,1.0,0.0,-0.003659746376797557
276,0,0,14,18,1.0,-0.09877324104309082,1.0,0.0,-0.003597561502829194
277,0,0,14,19,1.0,-0.18345844745635986,1.0,0.0,-0.0038365700747817755
278,0,0,14,20,1.0,-0.22073423862457275,1.0,0.0,-0.003987235948443413
279,0,0,15,1,1.0,-0.19227731227874756,1.0,0.0,-0.0038697056006640196
280,0,0,15,2,1.0,-0.15316474437713623,1.0,0.0,-0.0037345944438129663
281,0,0,15,3,1.0,-0.16183650493621826,1.0,0.0,-0.0037619106005877256
282,0,0,15,4,1.0,-0.16019010543823242,1.0,0.0,-0.0037566088140010834
283,0,0,15,5,1.0,-0.19123244285583496,1.0,0.0,-0.0038656985852867365
284,0,0,15,6,1.0,-0.21290767192840576,1.0,0.0,-0.0039532966911792755
285,0,0,15,7,1.0,-0.18224620819091797,1.0,0.0,-0.003832136746495962
286,0,0,15,8,1.0,-0.14729678630828857,1.0,0.0,-0.003716963343322277
287,0,0,15,9,1.0,-0.11659455299377441,1.0,0.0,-0.0036359429359436035
288,0,0,15,10,1.0,-0.11722707748413086,1.0,0.0,-0.003637421876192093
289,0,0,15,11,1.0,-0.2363966703414917,1.0,0.0,-0.004058833699673414
290,0,0,15,12,1.0,-0.06739068031311035,1.0,0.0,-0.003545415122061968
291,0,0,15,13,1.0,-0.03280234336853027,1.0,0.0,-0.003510759910568595
292,0,0,15,14,1.0,-0.040404438972473145,1.0,0.0,-0.0035163252614438534
293,0,0,15,15,1.0,-0.1284388303756714,1.0,0.0,-0.0036649652756750584
294,0,0,15,16,1.0,-0.14134430885314941,1.0,0.0,-0.003699782071635127
295,0,0,15,17,1.0,-0.12020790576934814,1.0,0.0,-0.0036444994620978832
296,0,0,15,18,1.0,-0.09929919242858887,1.0,0.0,-0.0035986031871289015
297,0,0,15,19,1.0,-0.18061161041259766,1.0,0.0,-0.0038262056186795235
298,0,0,15,20,1.0,-0.21880590915679932,1.0,0.0,-0.003978760447353125
299,0,0,16,1,1.0,-0.1894141435623169,1.0,0.0,-0.003858777228742838
300,0,0,16,2,1.0,-0.15321767330169678,1.0,0.0,-0.0037347564939409494
301,0,0,16,3,1.0,-0.14240801334381104,1.0,0.0,-0.003702800488099456
302,0,0,16,4,1.0,-0.15574145317077637,1.0,0.0,-0.0037425539921969175
303,0,0,16,5,1.0,-0.1877385377883911,1.0,0.0,-0.003852457506582141
304,0,0,16,6,1.0,-0.21247327327728271,1.0,0.0,-0.003951448947191238
305,0,0,16,7,1.0,-0.18262171745300293,1.0,0.0,-0.003833506954833865
306,0,0,16,8,1.0,-0.1189723014831543,1.0,0.0,-0.0036415441427379847
